strategy,annual_return_backtest,annual_return_validation,annual_volatility_backtest,annual_volatility_validation,sharpe_backtest,sharpe_validation,max_drawdown_backtest,max_drawdown_validation,calmar_backtest,calmar_validation,avg_cash,max_single_asset_weight,max_single_step_weight_change
baseline,0.0424875156397981,0.0511220205080031,0.027785940624577,0.0470651242563879,1.5291012175494718,1.0861975043243328,-0.0327304123794577,-0.0664654398810449,1.298105112371397,0.7691519171391585,0.04599320019852461,0.5945585857943543,0.2462131467162239
macro_stable,0.0454091843492474,0.0677448077683751,0.0399268952934838,0.044361314183096,1.1373081732367578,1.5271145369762131,-0.0612382256970437,-0.0546710915364549,0.7415169827730587,1.2391339895455074,0.15392838777179826,0.3883051697086629,0.2015911283048577
