date,hs300,sp500,cgb10y,gold,policy_bond,credit_bond
2016-01-04,,,,,,
2016-01-05,0.0,-0.01626052087178029,-0.003024210885831498,0.0088496152769826,-0.002691479427326903,
2016-01-06,0.013605652055778678,0.0,-9.160463446209011e-05,0.008771986072837041,0.0013439265529360325,
2016-01-07,-0.027398974188114503,0.0,0.0012966188727702322,0.02159911180346172,0.0019609571333512174,
2016-01-08,-0.02105340919783238,-0.016529301951210582,0.001614689751652209,0.0,0.002228789151154488,
2016-01-11,-0.05465841253786408,-0.01680711831638129,0.00022733759482434699,0.004264398786457739,0.00011370035096925182,
2016-01-12,0.007462721201589594,0.0,0.0007560964353345206,-0.012848142477849137,0.002065109810167841,
2016-01-13,-0.014981553615616946,0.0,0.0025330200003299535,-0.008658062743114541,0.004826563773222293,
2016-01-14,0.018692133012152546,0.0,0.0014118207711577432,0.008658062743114531,-0.001087603269237705,
2016-01-15,-0.03007745523727795,0.0,-0.0022838342916489565,-0.008658062743114541,-0.00032660151675508706,
2016-01-18,0.0,0.0,-0.001051187785318136,0.004338401598598362,-0.00034107147034451743,
2016-01-19,0.030077455237277954,0.0,-0.0016875782500807262,0.0,-0.0010508721858158993,
2016-01-20,-0.014925650216675706,-0.017094433359300183,-0.0013990477232791528,0.008620743043906955,-0.0035163154027561057,
2016-01-21,-0.02666824708216141,0.0,-0.00036299897217364726,0.008547060578458348,-0.00024803097357563856,
2016-01-22,0.007692345623155645,0.01709443335930004,0.0015237109925305761,-0.004264398786457651,0.000922364148552779,
2016-01-25,0.0038240964384034758,0.0,-0.0012621395633914843,0.0,-0.000418249380074867,
2016-01-26,-0.05895616713311958,-0.03448617607116932,-0.0025789172491307404,0.016949558313773205,-0.0012864917453222387,
2016-01-27,-0.008130126083250176,0.01739174271186924,0.00042862070515406237,0.0,-0.004219308663376524,
2016-01-28,-0.02479465861321639,-0.01739174271186922,0.00029693637609038386,-0.008438868645864595,0.0006461725378574631,
2016-01-29,0.02886798400085205,0.01739174271186924,0.0006165090149315083,0.0,0.0009037596288693809,
2016-02-01,-0.012270092591814247,0.01709443335930004,0.00045591238512179507,0.008438868645864604,0.00046424016800713326,
2016-02-02,0.024391453124159263,0.0,-0.00024087103861234003,0.004192878260036178,-0.0011931609222303435,
2016-02-03,-0.008064559836730408,0.0,-0.0014534241949140493,0.004175371410480592,-0.0017806182106441528,
2016-02-04,0.016064602503806622,0.01680711831638119,0.0008071652795158731,0.008298802814695064,-0.000435664204188318,
2016-02-05,-0.01202419296680159,0.0,-0.000548004182531221,0.012320484388040657,-0.0008246509324160107,
2016-02-15,-0.004040409537004863,0.0,0.0025044183800446576,0.04000533461369899,0.0038775625411655826,
2016-02-16,0.027945930390559322,0.0,-0.0013370329216628857,-0.015810606026642315,-0.0013295176570772835,
2016-02-17,0.007843177461025879,-0.01680711831638129,-0.00032756706083412736,0.007936549595736342,-0.0020838680198298435,
2016-02-18,0.0,0.0,4.381457671857773e-05,0.003944778291016546,-0.0006722634362921999,
2016-02-19,-0.0039138993211364406,0.0,7.86622636120796e-05,0.011741817876683195,-1.5449201435350026e-05,
2016-02-22,0.023256862164267183,0.0,-0.00046210491599644527,-0.0038986404156571976,-8.997362143114918e-05,
2016-02-23,-0.007692345623155614,0.0,-0.0006636533462118146,0.0,0.0002208298941768397,
2016-02-24,0.007692345623155645,0.0,0.00046340797023971083,0.007782140442054949,-7.178708498922599e-05,
2016-02-25,-0.06735218202949153,0.0,-0.0002830021363627762,0.011560822401076006,-0.0008191010074899499,
2016-02-26,0.008163310639160835,0.01680711831638119,0.00020329132713651517,0.0,-0.00044756161541775996,
2016-02-29,-0.020534602441707753,0.0,1.2953438864054777e-05,-0.007692345623155614,-0.0034133256615009313,
2016-03-01,0.01646127705407193,0.0,-4.88253760523908e-05,0.015325970478226772,8.216900612765134e-06,
2016-03-02,0.04391923393483537,0.016529301951210506,-0.00014250401501761262,-0.011472401162236696,-0.001085215057623701,
2016-03-03,-0.0039138993211364406,0.0,4.0859871077616386e-05,0.007662872745569097,-0.0016748928750629935,
2016-03-04,0.015564516541111548,0.0,-0.0007606659333735354,0.01138532222512521,0.0004137243025929905,
2016-03-07,0.007692345623155645,0.0,0.00018847575524619185,0.0,-0.0009567683386764824,
2016-03-08,-0.0038387763071656015,0.0,-0.001273150860730574,0.0037664827954768648,-0.0022045063737989546,
2016-03-09,-0.015504186535965312,-0.016529301951210582,0.0004561659085605531,-0.011342276603934607,0.002482933409397246,
2016-03-10,-0.015748356968139168,0.0,0.0009805012712633236,-0.0038095284166676188,0.001112018840438393,
2016-03-11,0.0,0.0,0.001010416140220036,0.01138532222512521,0.0019510507362194914,
2016-03-14,0.01964699738379642,0.016529301951210506,0.0006362175242122458,-0.011385322225125241,-0.00019173792223958728,
2016-03-15,-0.0038986404156571976,0.0,-0.000261805774462069,-0.019268418865877143,0.0009838648791827263,
2016-03-16,0.007782140442054949,0.0,0.001570801526105457,0.007751976804317924,0.001509508547908484,
2016-03-17,0.015384918839479456,0.0,0.0006012055096488479,0.011516442061559301,0.0008594742076822546,
2016-03-18,0.015151805020602246,0.0,-0.0004570819965427233,0.0,-0.0004132566227660265,
2016-03-21,0.022305757514298186,0.016260520871780326,2.7828354709943115e-05,-0.015384918839479456,-0.000514533768636598,
2016-03-22,-0.007380107297622534,-0.01626052087178029,-0.0008182781717321661,0.0077220460939103185,-0.0013600074289657794,
2016-03-23,0.0036968618813259814,0.016260520871780326,0.00014521121294772162,-0.011605546120308003,0.00010398006510868928,
2016-03-24,-0.0186225120980018,-0.01626052087178029,0.0010655630351358262,-0.01568659616769962,0.00023254785460819096,
2016-03-25,0.003752349618550372,0.0,-0.0001917573172967217,0.007874056430905866,-0.00048157080568604946,
2016-03-28,-0.00751883241402734,0.0,-0.0005625677888476125,-0.003929278139889438,-0.0026052291020875478,
2016-03-29,-0.007575793808457656,0.0,-0.00023764577666656245,0.003929278139889557,-0.0012099192880268702,
2016-03-30,0.02626792682061032,0.0,0.001010846558175416,0.007812539736793625,0.0020254681555299187,
2016-03-31,0.0,0.0,-0.000300066076403425,-0.007812539736793625,-0.00024130391980025024,
2016-04-01,0.0,0.0,2.7824483162013192e-05,0.003913899321136315,0.0003500544539500343,
2016-04-05,0.011049836186584935,0.0,0.00045203937585545256,-0.0039138993211364406,0.0008467528631684831,
2016-04-06,-0.00366972888896229,0.0,-0.0007283310661034084,0.0,-0.00024655305261695625,
2016-04-07,-0.011090686694158284,0.016260520871780326,-0.0009924966877894138,0.0,-0.002673063610250696,
2016-04-08,-0.0074627212015896,-0.01626052087178029,-0.0001472677848412548,0.007812539736793625,-0.0012067264774878149,
2016-04-11,0.011173300598125255,0.016260520871780326,0.0003890185390025956,0.007751976804317924,-0.0013247684051832071,
2016-04-12,-0.003710579396535713,0.0,-0.00021886649131961245,0.007692345623155645,-0.0014635043014705265,
2016-04-13,0.014760415583120674,0.0,-0.001964978609661816,-0.011560822401075858,-0.007440590850947997,
2016-04-14,0.003656311203110479,0.0,-0.0007000783137001969,-0.007782140442054963,-0.003126339008852587,
2016-04-15,0.0,0.0,-0.00032228051155385286,0.0,0.0025509732628188862,
2016-04-18,-0.014706147389695449,0.0,0.0008269446762491093,0.0,0.0002205496699765788,
2016-04-19,0.0036968618813259814,0.0,0.0002542303190824652,0.011650617219975274,-0.0008305579026809047,
2016-04-20,-0.0186225120980018,0.01600034134644112,-0.0007259738389889715,0.0,-0.0049624709991797555,
2016-04-21,-0.003766482795477005,0.0,-0.0017662759792023083,0.015325970478226772,-0.0036749403426958333,
2016-04-22,0.0037664827954768648,0.0,0.0006263914811772604,-0.01532597047822682,-4.489980329030445e-05,
2016-04-25,-0.003766482795477005,0.0,-0.0013121754861009666,-0.003868476777920206,-0.005435583585647747,
2016-04-26,0.0037664827954768648,0.0,-0.0010215501935694306,-0.0038835000263977445,0.004800222393263213,
2016-04-27,-0.003766482795477005,0.0,0.0012215357952725945,0.01160554612030811,0.0012338595405330891,
2016-04-28,0.0,0.0,0.0005247719986148932,0.003838776307165667,0.0010287667807447297,
2016-04-29,0.0,-0.01600034134644119,0.0005794281206725326,0.018975901459005823,-0.0005221934672596165,
2016-05-03,0.018692133012152546,0.01600034134644112,0.0018858102896502358,0.014925650216675792,0.0033507462780020137,
2016-05-04,-0.003710579396535713,-0.01600034134644119,-0.00047959647014945777,-0.00743497848751809,2.7006602184630596e-05,
2016-05-05,0.0,0.0,-0.00047783099558325516,0.0,-0.0011339734307452014,
2016-05-06,-0.022557347424074628,0.0,-0.00046508193665662417,0.0,0.0004856135906913792,
2016-05-09,-0.023077947282544725,0.01600034134644112,0.0005239502776290458,-0.0037383221106072153,0.0017336077432635276,
2016-05-10,0.0,0.0,0.0016120441205246696,-0.0037523496185503527,0.0032134599064783846,
2016-05-11,0.003883500026397612,0.0,-0.0010574549810445802,0.003752349618550372,0.001101898871183953,
2016-05-12,0.003868476777920332,0.0,0.0003509478619230253,-0.0037523496185503527,0.0004787482630325917,
2016-05-13,-0.003868476777920206,0.0,3.987264677143568e-05,0.007490671729157659,0.0013165328520560221,
2016-05-16,0.003868476777920332,-0.01600034134644119,-0.0004955305144293589,0.0074349784875179905,0.00018119978342575417,
2016-05-17,0.0,0.01600034134644112,-0.0007452535329192018,-0.00743497848751809,-0.00042439190778857037,
2016-05-18,-0.007751976804317936,-0.01600034134644119,0.000625571527863236,0.0,-0.0022831546324866606,
2016-05-19,-0.0038986404156571976,0.0,-0.0018678970330787865,-0.015037877364540559,-0.0005442449477605592,
2016-05-20,0.007782140442054949,0.0,-0.0007697375575113028,0.0,0.0008852901061861645,
2016-05-23,0.003868476777920332,0.0,0.0004929001976910967,0.0,-0.00046525897320092704,
2016-05-24,-0.007751976804317936,0.0,0.0007254109981060183,-0.007604599385219304,0.0008775088209714969,
2016-05-25,0.0,0.01600034134644112,-0.000759396316451691,-0.015384918839479456,0.0011182401104538697,
2016-05-26,0.0,0.0,-0.0001399517168862907,0.003868476777920332,-2.0354124764355648e-05,
2016-05-27,0.0,0.0,3.9988203484955154e-05,-0.003868476777920206,-0.0002859267168027659,
2016-05-30,0.0,0.015748356968139112,-0.0008510940972669108,-0.011696039763191411,1.8509058333751043e-05,
2016-05-31,0.03442022388647937,0.015504186535965254,0.0004271377584190939,0.011696039763191456,0.00040248728429132565,
2016-06-01,-0.003766482795477005,-0.015504186535965312,-0.0010296420727413068,0.0,-2.4052159885245844e-05,
2016-06-02,0.0,0.0,-0.00034645420492346497,0.0,-0.00021649547572021927,
2016-06-03,0.011257154524634468,0.0,-0.000983943367377075,-0.0038835000263977445,-0.00031187287315081975,
2016-06-06,-0.0037383221106072153,0.0,-2.50621164570192e-05,0.019268418865877206,0.00012679684801872922,
2016-06-07,0.0,0.0,3.107693094530015e-05,0.0038095284166676487,0.0005754740880917476,
2016-06-08,-0.0037523496185503527,0.0,-0.0007832326445788129,0.007575793808457723,0.00017572189373510304,
2016-06-13,-0.03053672386008165,-0.015748356968139168,0.0006178120623725263,0.02607224030977532,-0.000327422466695744,
2016-06-14,0.003868476777920332,0.0,0.0001724378200514048,0.0,0.0016951475158517738,
2016-06-15,0.011516442061559301,0.015748356968139112,0.0012743156035830965,0.0036697288889624017,0.0006277875588510836,
2016-06-16,-0.0038240964384035057,0.0,0.00048045211467321133,0.01814931850567727,0.0012709857290848347,
2016-06-17,0.0038240964384034758,0.0,0.00029116174240358903,-0.02181904739463961,0.0009204095228062994,
2016-06-20,0.0,0.0,0.0001610530673337076,0.0,0.0006858404598930641,
2016-06-21,-0.0038240964384035057,0.0,-0.0004732297618765797,-0.0036832454162965163,-0.0005339023508986196,
2016-06-22,0.007633624855071205,0.0,0.0007812590270920456,-0.011131840368844181,0.0007317420342275246,
2016-06-23,-0.0038095284166676188,0.0,0.00017697389681233322,0.0,0.000827741527041745,
2016-06-24,-0.01151644206155918,-0.015748356968139168,0.0015494330587571005,0.04736768882288906,0.0014386389982203927,
2016-06-27,0.015325970478226772,0.0,0.0028438631685243554,0.007092228309491837,0.002742922563723438,
2016-06-28,0.0037950709685517555,0.0,0.0018606266160747695,-0.0035398267051241737,0.0008172039726330327,
2016-06-29,0.003780722839905931,0.015748356968139112,-0.000995019517776341,0.003539826705124208,-0.00020858434430559594,
2016-06-30,0.0,0.015504186535965254,-0.0002993953926415945,-0.0035398267051241737,0.0006338518233778384,
2016-07-01,0.0,0.0,0.0015179344298177145,0.014084739881739023,0.0008353753596759329,
2016-07-04,0.018692133012152546,0.0,0.001646543450336773,0.013889112160667093,0.000705047327650853,
2016-07-05,0.0,0.0,-0.0004314716473522662,-0.003454234868087446,-0.00043831294053601073,
2016-07-06,0.00738010729762246,0.0,-0.0005587099602160358,0.02054866822738776,-0.0001242236026439201,
