period,annual_return,annual_volatility,sharpe,max_drawdown,calmar
2018-01-01_2023-12-31,0.04147883775666639,0.03902579588198133,1.0628569339649945,-0.046132449969210954,0.8991249713455407
2024-01-01_2025-12-01,0.06242994931402701,0.04372561685644552,1.427766005428562,-0.05860278843914202,1.065306804963034
