date,hs300,sp500,cgb10y,gold,policy_bond,credit_bond,cash
2016-01-29,,,,,,,
2016-02-29,,,,,,,
2016-03-31,,,,,,,
2016-04-29,,,,,,,
2016-05-31,,,,,,,
2016-06-30,,,,,,,
2016-07-29,,,,,,,
2016-08-31,,,,,,,
2016-09-30,,,,,,,
2016-10-31,,,,,,,
2016-11-30,,,,,,,
2016-12-30,,,,,,,
2017-01-26,0.11331103699725131,0.09505103397300421,0.523155852865425,0.16848207616341948,8.999999719474362e-13,0.0,0.10000000000000009
2017-02-28,0.11329749475879083,0.08826287190287953,0.49566311351630676,0.13975257407278532,0.06302394574923768,0.0,0.09999999999999998
2017-03-31,0.13745716710239433,0.08179624239704779,0.481966400243049,0.13995974316782972,0.05882044708967923,0.0,0.09999999999999998
2017-04-28,0.14442163362702345,0.08305785761537435,0.4684288893475026,0.14496766535068578,0.059123954059413994,0.0,0.09999999999999987
2017-05-31,0.14970984310434168,0.08328179185751944,0.4566166886292899,0.14965491337127615,0.06073676303757295,0.0,0.09999999999999998
2017-06-30,0.15684542542544513,0.0840830082995082,0.44412144534305426,0.15690759722680492,0.05804252370518738,0.0,0.1000000000000002
2017-07-31,0.15301872491771526,0.08279928797603746,0.43646468752692613,0.17057631231292772,0.05714098726639352,0.0,0.09999999999999998
2017-08-31,0.15483318385456415,0.08323190921352056,0.42888262171852876,0.17290409145246327,0.06014819376092328,0.0,0.09999999999999998
2017-09-29,0.15980879567417602,0.08368140991841194,0.42372628737291484,0.1716440385852411,0.061139468449256204,0.0,0.09999999999999987
2017-10-31,0.17568018803187127,0.09151475033624408,0.4216874986159953,0.21111756301498932,9.000000085443679e-13,0.0,0.10000000000000009
2017-11-30,0.15223229763174576,0.08623469444159462,0.39677986840154905,0.20151235816329346,0.06324078136181721,0.0,0.09999999999999987
2017-12-29,0.0049212495613831205,0.21201694773794816,0.024850238663947102,0.053726304794169455,0.0349680508927652,0.0,0.6695172083497869
2018-01-31,0.004762248441123363,0.2954194044718428,0.03543942291978886,0.08707015734703875,0.051224618095922596,0.0,0.5260841487242836
2018-02-28,0.004746851033875129,0.25671497297059676,0.017938315297683145,0.1424357563850944,0.11974558464398945,0.0,0.4584185196687611
2018-03-30,0.12654773457934348,0.11998954715130185,0.38260664580176423,0.2708560724666904,8.999999929574238e-13,0.0,0.10000000000000009
2018-04-27,0.007303042424089402,0.2786406105167662,0.009191578935618052,0.07175906577726818,0.023828730627453457,0.0,0.6092769717188047
2018-05-31,0.18285208498651964,0.16959733282274755,0.03412511754013203,0.020817161661688455,0.005742783958399988,0.0,0.5868655190305123
2018-06-29,0.11534995808438543,0.11876660632698507,0.3682564625275069,0.29762697306022257,9.000000014531413e-13,0.0,0.10000000000000009
2018-07-31,0.16440527874220517,0.1608614915189919,0.03142676863620632,0.023945166446304286,0.01698377003903321,0.0,0.6023775246172591
2018-08-31,0.2553181874844805,0.007861789325389189,0.15798770583565225,0.02105765934431078,0.07791754675968049,0.0,0.4798571112504868
2018-09-28,0.243673894313526,0.007675371959360599,0.1641699311720151,0.019120064144044595,0.07911984385046895,0.0,0.4862408945605847
2018-10-31,0.126400823699212,0.14894978985645518,0.08057931295785921,0.07913884319927875,0.042337184011561474,0.0,0.5225940462756334
2018-11-30,0.13701140159029715,0.1625136534636955,0.021331959791964054,0.10893447590859803,0.15952723397760768,0.0,0.4106812752678376
2018-12-28,0.138331641023431,0.1506621820069306,0.01215279613898635,0.01830447153592222,0.22118159783622746,0.0,0.4593673114585024
2019-01-31,0.061615061218014015,0.06453043118136993,0.373079097438059,0.20846957692725213,0.29230583323530507,0.0,0.0
2019-02-28,0.13031956137825224,0.1575985364669897,0.013126590653358331,0.02280471606289826,0.21134685528178512,0.0,0.46480374015671644
2019-03-29,0.060698936630599526,0.07112185525219852,0.3774558425808118,0.23146162699105916,0.25926173854533113,0.0,0.0
2019-04-30,0.13225461292919455,0.17489028713580704,0.02546357666095706,0.24469507472984825,0.3334922029080576,0.0,0.08920424563613549
2019-05-31,0.13018403283312976,0.17369267165943536,0.028284270407924382,0.21841799942430182,0.31368299313940295,0.0,0.13573803253580574
2019-06-28,0.12650561378458125,0.17071061039834376,0.17444956444712062,0.13677026712212456,0.2671950481486794,0.0,0.12436889609915047
2019-07-31,0.12877835556459427,0.16801279043842204,0.019667309434970942,0.02015323916085966,0.1853430605045317,0.0,0.4780452448966215
2019-08-30,0.13293265721731892,0.17253829632216164,0.20941913012535895,0.14334430435843595,0.3417656119767245,0.0,0.0
2019-09-30,0.13183514736723506,0.16735521341631848,0.022620258166080216,0.012434135567634676,0.21571802096470066,0.0,0.45003722451803085
2019-10-31,0.06540143608980759,0.0718593227551748,0.44732022858481585,0.11993041740398237,0.2954885951662195,0.0,0.0
2019-11-29,0.0698667155361069,0.0710849031247783,0.46462419070171285,0.11405316774467901,0.28037102289272287,0.0,1.1102230246251565e-16
2019-12-31,0.07156769163444673,0.07233803975116948,0.46776191140537016,0.10619290496627783,0.28213945224273573,0.0,0.0
2020-01-23,0.0687201705221455,0.07757316676282286,0.46327912632099355,0.10116748568327293,0.2892600507107651,0.0,1.1102230246251565e-16
2020-02-28,0.22252870172733044,0.028443766835839424,0.04212799546580625,0.009444708795791576,0.02283057121691596,0.0,0.6746242559583164
2020-03-31,0.14370871343558764,0.14134733066410962,0.37367037509597717,0.045862968104424064,0.11771368219581356,0.0,0.17769693050408797
2020-04-30,0.1475344324914178,0.13399180479248257,0.39763560911358653,0.0042881285114663055,0.11805796475094685,0.0,0.19849206034009992
2020-05-29,0.15893034830597108,0.13214470329888547,0.35258341986005465,0.004059968364484724,0.09792396102102488,0.0,0.2543575991495792
2020-06-30,0.15830235570974852,0.12859744812902266,0.3223457100417488,0.004028068404190887,0.08971046373831493,0.0,0.2970159539769742
2020-07-31,0.14318188340896013,0.12948672329460614,0.289255317852846,0.0036496025474190698,0.07608689309209127,0.0,0.3583395798040774
2020-08-31,0.14088107623433868,0.13016768018213246,0.29070738593132023,0.002800674502217921,0.07628401662792432,0.0,0.3591591665220665
2020-09-30,0.14099116627951255,0.11698700152351858,0.3309366340045803,0.0022689369595351237,0.1171131728356044,0.0,0.2917030883972491
2020-10-30,0.13920218536202847,0.11494119659381435,0.33011340976248676,0.002252581111421223,0.1179569308941497,0.0,0.2955336962760994
2020-11-30,0.11914816250199857,0.10070628652808675,0.16267325240161334,0.001551359859050392,0.013563331884492583,0.0,0.6023576068247583
