period,annual_return,annual_volatility,sharpe,max_drawdown,calmar
2018-01-01_2023-12-31,0.045409184349247456,0.03992689529348388,1.1373081732367578,-0.061238225697043736,0.7415169827730587
2024-01-01_2025-12-01,0.0677448077683751,0.04436131418309609,1.5271145369762131,-0.054671091536454997,1.2391339895455074
