period,annual_return,annual_volatility,sharpe,max_drawdown,calmar
backtest_2018_2023,0.042487515639798135,0.027785940624577073,1.5291012175494718,-0.03273041237945773,1.298105112371397
validation_2024_2025,0.051122020508003185,0.047065124256387925,1.0861975043243328,-0.06646543988104492,0.7691519171391585
